"ensembl_gene_id"	"drerio_homolog_ensembl_gene"	"drerio_homolog_orthology_confidence"	"drerio_homolog_orthology_type"	"drerio_homolog_associated_gene_name"	"external_gene_name"
"46523"	"ENSMUSG00000092477"	NA	NA	NA	NA	"Gm18808"
"46524"	"ENSMUSG00000060989"	NA	NA	NA	NA	"Gm11847"
"46525"	"ENSMUSG00000085909"	NA	NA	NA	NA	"Gm11846"
"46526"	"ENSMUSG00000059687"	NA	NA	NA	NA	"Or1o11"
"46527"	"ENSMUSG00000087623"	NA	NA	NA	NA	"Gm12404"
"46528"	"ENSMUSG00000092601"	NA	NA	NA	NA	"Or11a6-ps1"
"46529"	"ENSMUSG00000104211"	NA	NA	NA	NA	"Gm37985"
"46530"	"ENSMUSG00000029184"	NA	NA	NA	NA	"Or12d17"
"46531"	"ENSMUSG00002076080"	NA	NA	NA	NA	"Gm56217"
"46532"	"ENSMUSG00000055963"	"ENSDARG00000076296"	1	"ortholog_one2one"	"triqk"	"Triqk"
"46533"	"ENSMUSG00000085211"	NA	NA	NA	NA	"B430219N15Rik"
"46534"	"ENSMUSG00000016283"	NA	NA	NA	NA	"H2-M2"
"46535"	"ENSMUSG00000015757"	"ENSDARG00000043854"	0	"ortholog_one2one"	"ppil4"	"Ppil4"
"46536"	"ENSMUSG00000110093"	NA	NA	NA	NA	"Gm45282"
"46537"	"ENSMUSG00000062017"	"ENSDARG00000074041"	0	"ortholog_many2many"	"abca5"	"Abca14"
"46538"	"ENSMUSG00000089745"	NA	NA	NA	NA	"1810008B01Rik"
"46539"	"ENSMUSG00000089820"	NA	NA	NA	NA	"Gm15775"
"46540"	"ENSMUSG00000086227"	NA	NA	NA	NA	"Gm11820"
"46541"	"ENSMUSG00002075692"	NA	NA	NA	NA	"Gm56218"
"46542"	"ENSMUSG00000064664"	NA	NA	NA	NA	"Gm24459"
"46543"	"ENSMUSG00000061322"	"ENSDARG00000100081"	0	"ortholog_one2many"	"DNAI1"	"Dnai1"
"46544"	"ENSMUSG00000061322"	"ENSDARG00000038788"	0	"ortholog_one2many"	"dnai1.2"	"Dnai1"
"46545"	"ENSMUSG00000031979"	"ENSDARG00000004037"	1	"ortholog_one2one"	"cog2"	"Cog2"
"46546"	"ENSMUSG00000053769"	"ENSDARG00000054789"	1	"ortholog_one2one"	"lysmd1"	"Lysmd1"
"46547"	"ENSMUSG00000106629"	NA	NA	NA	NA	"Gm40155"
"46548"	"ENSMUSG00000105748"	NA	NA	NA	NA	"Gm43088"
"46549"	"ENSMUSG00000081829"	NA	NA	NA	NA	"Gm15460"
"46550"	"ENSMUSG00002076447"	NA	NA	NA	NA	"Gm55405"
"46551"	"ENSMUSG00000104675"	NA	NA	NA	NA	"Gm43689"
"46552"	"ENSMUSG00000091512"	"ENSDARG00000057075"	0	"ortholog_one2one"	"lamtor3"	"Lamtor3"
"46553"	"ENSMUSG00000090894"	NA	NA	NA	NA	"Or5v1"
"46554"	"ENSMUSG00000095858"	NA	NA	NA	NA	"Or12d14-ps1"
"46555"	"ENSMUSG00000095603"	NA	NA	NA	NA	"Or12d16-ps1"
"46556"	"ENSMUSG00000002279"	"ENSDARG00000102861"	0	"ortholog_one2one"	"LMF1"	"Lmf1"
"46557"	"ENSMUSG00000081497"	NA	NA	NA	NA	"Gm15560"
"46558"	"ENSMUSG00000093060"	NA	NA	NA	NA	"Mir5104"
"46559"	"ENSMUSG00000088857"	NA	NA	NA	NA	"Gm24726"
"46560"	"ENSMUSG00000019795"	"ENSDARG00000015201"	0	"ortholog_one2one"	"pcmt"	"Pcmt1"
"46561"	"ENSMUSG00000081327"	NA	NA	NA	NA	"Gm11819"
"46562"	"ENSMUSG00000083328"	NA	NA	NA	NA	"Gm11826"
"46563"	"ENSMUSG00000081063"	NA	NA	NA	NA	"Gm11825"
"46564"	"ENSMUSG00002075365"	NA	NA	NA	NA	"Gm56220"
"46565"	"ENSMUSG00000028445"	NA	NA	NA	NA	"Enho"
"46566"	"ENSMUSG00000028159"	"ENSDARG00000039535"	0	"ortholog_one2one"	"dapp1"	"Dapp1"
"46567"	"ENSMUSG00000041836"	"ENSDARG00000015891"	1	"ortholog_one2many"	"PTPRE"	"Ptpre"
"46568"	"ENSMUSG00000041836"	"ENSDARG00000021151"	0	"ortholog_one2many"	"ptpreb"	"Ptpre"
"46569"	"ENSMUSG00000084761"	NA	NA	NA	NA	"Gm12406"
"46570"	"ENSMUSG00000087054"	NA	NA	NA	NA	"Gm12405"
"46571"	"ENSMUSG00000006586"	"ENSDARG00000003680"	1	"ortholog_one2one"	"runx1t1"	"Runx1t1"
"46572"	"ENSMUSG00000031980"	"ENSDARG00000016412"	1	"ortholog_one2one"	"agt"	"Agt"
"46573"	"ENSMUSG00000109473"	NA	NA	NA	NA	"B930025P03Rik"
"46574"	"ENSMUSG00000108969"	NA	NA	NA	NA	"Gm45044"
"46575"	"ENSMUSG00000109480"	NA	NA	NA	NA	"Gm45042"
"46576"	"ENSMUSG00000034687"	NA	NA	NA	NA	"Fras1"
"46577"	"ENSMUSG00000109084"	NA	NA	NA	NA	"Gm44955"
"46578"	"ENSMUSG00000109508"	NA	NA	NA	NA	"Gm44956"
"46579"	"ENSMUSG00000109629"	NA	NA	NA	NA	"Gm34099"
"46580"	"ENSMUSG00000119129"	NA	NA	NA	NA	"Gm22645"
"46581"	"ENSMUSG00000031610"	NA	NA	NA	NA	"Scrg1"
"46582"	"ENSMUSG00000117791"	NA	NA	NA	NA	"4930541O19Rik"
"46583"	"ENSMUSG00000118136"	NA	NA	NA	NA	"Gm50312"
"46584"	"ENSMUSG00000117657"	NA	NA	NA	NA	"Gm5836"
"46585"	"ENSMUSG00000031609"	NA	NA	NA	NA	"Sap30"
"46586"	"ENSMUSG00000025739"	"ENSDARG00000037921"	0	"ortholog_one2one"	"gng13b"	"Gng13"
"46587"	"ENSMUSG00000105296"	NA	NA	NA	NA	"Gm19708"
"46588"	"ENSMUSG00000054717"	"ENSDARG00000029722"	1	"ortholog_one2one"	"hmgb2a"	"Hmgb2"
"46589"	"ENSMUSG00000090066"	"ENSDARG00000098379"	0	"ortholog_one2one"	"C7H4orf54"	"1110002E22Rik"
"46590"	"ENSMUSG00000028158"	"ENSDARG00000008637"	0	"ortholog_one2one"	"mttp"	"Mttp"
"46591"	"ENSMUSG00000019214"	"ENSDARG00000058480"	0	"ortholog_one2one"	"chtf18"	"Chtf18"
"46592"	"ENSMUSG00000109899"	NA	NA	NA	NA	"Gm6012"
"46593"	"ENSMUSG00000031608"	"ENSDARG00000057303"	1	"ortholog_one2one"	"galnt7"	"Galnt7"
"46594"	"ENSMUSG00000017754"	"ENSDARG00000104495"	0	"ortholog_one2one"	"pltp"	"Pltp"
"46595"	"ENSMUSG00000086927"	NA	NA	NA	NA	"Gm11823"
"46596"	"ENSMUSG00000077701"	NA	NA	NA	NA	"Gm24068"
"46597"	"ENSMUSG00000082128"	NA	NA	NA	NA	"Gm11824"
"46598"	"ENSMUSG00000086068"	NA	NA	NA	NA	"1700120G11Rik"
"46599"	"ENSMUSG00000087919"	NA	NA	NA	NA	"Gm24908"
"46600"	"ENSMUSG00000081239"	NA	NA	NA	NA	"Gm11836"
"46601"	"ENSMUSG00000028444"	"ENSDARG00000028661"	0	"ortholog_one2one"	"cntfr"	"Cntfr"
"46602"	"ENSMUSG00000064181"	"ENSDARG00000101908"	0	"ortholog_one2one"	"rab3ip"	"Rab3ip"
"46603"	"ENSMUSG00000120959"	NA	NA	NA	NA	"Gm57004"
"46604"	"ENSMUSG00000112627"	NA	NA	NA	NA	"4933412E12Rik"
"46605"	"ENSMUSG00000078627"	NA	NA	NA	NA	"Marchf10"
"46606"	"ENSMUSG00000031294"	NA	NA	NA	NA	"D630029K05Rik"
"46607"	"ENSMUSG00000111966"	NA	NA	NA	NA	"Gm5781"
"46608"	"ENSMUSG00000020169"	NA	NA	NA	NA	"Best3"
"46609"	"ENSMUSG00000040569"	NA	NA	NA	NA	"Slc26a7"
"46610"	"ENSMUSG00000112242"	NA	NA	NA	NA	"Gm10747"
"46611"	"ENSMUSG00000060187"	"ENSDARG00000045612"	0	"ortholog_one2one"	"lrrc10"	"Lrrc10"
"46612"	"ENSMUSG00000077526"	"ENSDARG00000085713"	1	"ortholog_many2many"	NA	"Gm25379"
"46613"	"ENSMUSG00000077526"	"ENSDARG00000083937"	1	"ortholog_many2many"	NA	"Gm25379"
"46614"	"ENSMUSG00000077526"	"ENSDARG00000083894"	1	"ortholog_many2many"	NA	"Gm25379"
"46615"	"ENSMUSG00000070025"	NA	NA	NA	NA	"Gm10284"
"46616"	"ENSMUSG00000034024"	"ENSDARG00000087206"	0	"ortholog_one2one"	NA	"Cct2"
"46617"	"ENSMUSG00000110405"	NA	NA	NA	NA	"Gm45534"
"46618"	"ENSMUSG00000109852"	NA	NA	NA	NA	"Gm45360"
"46619"	"ENSMUSG00000110238"	NA	NA	NA	NA	"Gm19269"
"46620"	"ENSMUSG00000106526"	NA	NA	NA	NA	"Gm42604"
"46621"	"ENSMUSG00000109585"	NA	NA	NA	NA	"Gm45358"
"46622"	"ENSMUSG00000041199"	"ENSDARG00000060192"	0	"ortholog_one2one"	"rpusd1"	"Rpusd1"
"46623"	"ENSMUSG00000110289"	NA	NA	NA	NA	"4930412F12Rik"
"46624"	"ENSMUSG00000086487"	NA	NA	NA	NA	"Gm11638"
"46625"	"ENSMUSG00000109728"	NA	NA	NA	NA	"Gm45359"
"46626"	"ENSMUSG00000029484"	"ENSDARG00000044254"	0	"ortholog_one2many"	"anxa3b"	"Anxa3"
"46627"	"ENSMUSG00000029484"	"ENSDARG00000009196"	1	"ortholog_one2many"	"anxa3a"	"Anxa3"
"46628"	"ENSMUSG00000086089"	NA	NA	NA	NA	"Gm11640"
"46629"	"ENSMUSG00000104776"	NA	NA	NA	NA	"Gm43691"
"46630"	"ENSMUSG00000031767"	"ENSDARG00000070387"	0	"ortholog_one2one"	NA	"Nudt7"
"46631"	"ENSMUSG00000023170"	"ENSDARG00000035558"	0	"ortholog_one2one"	"gps2"	"Gps2"
"46632"	"ENSMUSG00000004127"	"ENSDARG00000036678"	0	"ortholog_one2one"	"trmt10a"	"Trmt10a"
"46633"	"ENSMUSG00000023151"	NA	NA	NA	NA	"Lrrc69"
"46634"	"ENSMUSG00000027002"	"ENSDARG00000060853"	1	"ortholog_one2one"	"nckap1"	"Nckap1"
"46635"	"ENSMUSG00000041062"	"ENSDARG00000100739"	0	"ortholog_one2many"	NA	"Mslnl"
"46636"	"ENSMUSG00000041062"	"ENSDARG00000098949"	0	"ortholog_one2many"	NA	"Mslnl"
"46637"	"ENSMUSG00000041062"	"ENSDARG00000100190"	0	"ortholog_one2many"	NA	"Mslnl"
"46638"	"ENSMUSG00000041062"	"ENSDARG00000099024"	0	"ortholog_one2many"	NA	"Mslnl"
"46639"	"ENSMUSG00000083280"	NA	NA	NA	NA	"Gm11838"
"46640"	"ENSMUSG00000040536"	"ENSDARG00000056566"	0	"ortholog_one2one"	"necab1"	"Necab1"
"46641"	"ENSMUSG00000004677"	"ENSDARG00000077410"	0	"ortholog_one2many"	"MYO9B"	"Myo9b"
"46642"	"ENSMUSG00000004677"	"ENSDARG00000078313"	0	"ortholog_one2many"	"MYO9B"	"Myo9b"
"46643"	"ENSMUSG00002075207"	NA	NA	NA	NA	"Gm55306"
"46644"	"ENSMUSG00000063011"	NA	NA	NA	NA	"Msln"
"46645"	"ENSMUSG00000060256"	"ENSDARG00000100519"	0	"ortholog_one2many"	"spop"	"Tdpoz4"
"46646"	"ENSMUSG00000058005"	"ENSDARG00000100519"	0	"ortholog_one2many"	"spop"	"Tdpoz3"
"46647"	"ENSMUSG00000103512"	NA	NA	NA	NA	"Gm37430"
"46648"	"ENSMUSG00000102169"	NA	NA	NA	NA	"Gm9113"
"46649"	"ENSMUSG00000102933"	NA	NA	NA	NA	"Gm9116"
"46650"	"ENSMUSG00000102769"	NA	NA	NA	NA	"Gm37185"
"46651"	"ENSMUSG00000102445"	NA	NA	NA	NA	"Gm37104"
"46652"	"ENSMUSG00000094163"	"ENSDARG00000100519"	0	"ortholog_one2many"	"spop"	"Tdpoz5"
"46653"	"ENSMUSG00000103841"	NA	NA	NA	NA	"Gm37807"
"46654"	"ENSMUSG00000102804"	NA	NA	NA	NA	"Gm37481"
"46655"	"ENSMUSG00000105356"	NA	NA	NA	NA	"Gm42603"
"46656"	"ENSMUSG00000104955"	NA	NA	NA	NA	"1700016F12Rik"
"46657"	"ENSMUSG00000104460"	NA	NA	NA	NA	"Gm9121"
"46658"	"ENSMUSG00000104059"	NA	NA	NA	NA	"Gm9124"
"46659"	"ENSMUSG00000106319"	NA	NA	NA	NA	"Gm33100"
"46660"	"ENSMUSG00000102857"	NA	NA	NA	NA	"Gm37085"
"46661"	"ENSMUSG00000104698"	NA	NA	NA	NA	"Gm42602"
"46662"	"ENSMUSG00000023764"	"ENSDARG00000053992"	0	"ortholog_one2one"	NA	"Sfi1"
"46663"	"ENSMUSG00000094328"	"ENSDARG00000100519"	0	"ortholog_one2many"	"spop"	"Tdpoz9"
"46664"	"ENSMUSG00000083073"	NA	NA	NA	NA	"Gm11845"
"46665"	"ENSMUSG00000064550"	"ENSDARG00000082734"	0	"ortholog_one2many"	"U2"	"Gm24623"
"46666"	"ENSMUSG00000064550"	"ENSDARG00000081431"	0	"ortholog_one2many"	"U2"	"Gm24623"
"46667"	"ENSMUSG00000105871"	NA	NA	NA	NA	"Gm43147"
"46668"	"ENSMUSG00000043252"	"ENSDARG00000061723"	1	"ortholog_one2one"	"tmem64"	"Tmem64"
"46669"	"ENSMUSG00000105377"	NA	NA	NA	NA	"Gm43148"
"46670"	"ENSMUSG00000102655"	NA	NA	NA	NA	"Gm37081"
"46671"	"ENSMUSG00000020170"	"ENSDARG00000045873"	0	"ortholog_one2many"	"frs2a"	"Frs2"
"46672"	"ENSMUSG00000020170"	"ENSDARG00000037353"	0	"ortholog_one2many"	"frs2b"	"Frs2"
"46673"	"ENSMUSG00000105257"	NA	NA	NA	NA	"Gm43144"
"46674"	"ENSMUSG00000095251"	"ENSDARG00000100519"	0	"ortholog_one2many"	"spop"	"Tdpoz7"
"46675"	"ENSMUSG00000105006"	NA	NA	NA	NA	"Gm9484"
"46676"	"ENSMUSG00000102696"	NA	NA	NA	NA	"Gm37778"
"46677"	"ENSMUSG00000103239"	NA	NA	NA	NA	"Gm37155"
"46678"	"ENSMUSG00000032754"	"ENSDARG00000105584"	0	"ortholog_one2one"	NA	"Slc8b1"
"46679"	"ENSMUSG00000102462"	NA	NA	NA	NA	"Gm5542"
"46680"	"ENSMUSG00000104338"	NA	NA	NA	NA	"Gm9131"
"46681"	"ENSMUSG00000096738"	NA	NA	NA	NA	"Gm24317"
"46682"	"ENSMUSG00000080869"	NA	NA	NA	NA	"Gm11856"
"46683"	"ENSMUSG00000102949"	NA	NA	NA	NA	"Gm37882"
"46684"	"ENSMUSG00000083330"	NA	NA	NA	NA	"Gm11859"
"46685"	"ENSMUSG00000082673"	NA	NA	NA	NA	"Gm11857"
"46686"	"ENSMUSG00000102311"	NA	NA	NA	NA	"Gm5543"
"46687"	"ENSMUSG00000084181"	NA	NA	NA	NA	"Gm11858"
"46688"	"ENSMUSG00000081026"	NA	NA	NA	NA	"Gm11855"
"46689"	"ENSMUSG00000102285"	NA	NA	NA	NA	"Gm37001"
"46690"	"ENSMUSG00000073889"	"ENSDARG00000026736"	0	"ortholog_many2many"	"il11ra"	"Il11ra1"
"46691"	"ENSMUSG00000073889"	"ENSDARG00000104474"	0	"ortholog_many2many"	"il6r"	"Il11ra1"
"46692"	"ENSMUSG00000073889"	"ENSDARG00000007671"	0	"ortholog_many2many"	"ghrb"	"Il11ra1"
"46693"	"ENSMUSG00000073889"	"ENSDARG00000054771"	0	"ortholog_many2many"	"ghra"	"Il11ra1"
"46694"	"ENSMUSG00000089826"	NA	NA	NA	NA	"Gm16560"
"46695"	"ENSMUSG00000074424"	"ENSDARG00000100519"	0	"ortholog_one2many"	"spop"	"Spopfm2"
"46696"	"ENSMUSG00000090111"	NA	NA	NA	NA	"Gm16584"
"46697"	"ENSMUSG00000089689"	NA	NA	NA	NA	"Gm4982"
"46698"	"ENSMUSG00000089893"	NA	NA	NA	NA	"Gm9141"
"46699"	"ENSMUSG00000089696"	NA	NA	NA	NA	"Spopfm1"
"46700"	"ENSMUSG00000089891"	NA	NA	NA	NA	"Gm16561"
"46701"	"ENSMUSG00000104669"	NA	NA	NA	NA	"Gm38411"
"46702"	"ENSMUSG00000106105"	NA	NA	NA	NA	"Gm4525"
"46703"	"ENSMUSG00000027840"	"ENSDARG00000032234"	0	"ortholog_one2one"	"wnt2bb"	"Wnt2b"
"46704"	"ENSMUSG00000108171"	NA	NA	NA	NA	"Gm43915"
"46705"	"ENSMUSG00000062981"	NA	NA	NA	NA	"Mrpl42"
"46706"	"ENSMUSG00000097011"	NA	NA	NA	NA	"Gm4651"
"46707"	"ENSMUSG00002076508"	NA	NA	NA	NA	"Gm55307"
"46708"	"ENSMUSG00000108096"	NA	NA	NA	NA	"Minpp1-ps"
"46709"	"ENSMUSG00000023050"	"ENSDARG00000103651"	0	"ortholog_one2one"	"map3k12"	"Map3k12"
"46710"	"ENSMUSG00000067825"	"ENSDARG00000073858"	0	"ortholog_one2one"	"pex26"	"Pex26"
"46711"	"ENSMUSG00000105925"	NA	NA	NA	NA	"Gm43846"
"46712"	"ENSMUSG00000105355"	NA	NA	NA	NA	"Gm40117"
"46713"	"ENSMUSG00000062127"	"ENSDARG00000056091"	1	"ortholog_one2many"	"cttnbp2nlb"	"Cttnbp2nl"
"46714"	"ENSMUSG00000062127"	"ENSDARG00000053179"	1	"ortholog_one2many"	"CTTNBP2NL"	"Cttnbp2nl"
"46715"	"ENSMUSG00000117741"	NA	NA	NA	NA	"1700080C20Rik"
"46716"	"ENSMUSG00000002280"	"ENSDARG00000062216"	0	"ortholog_one2one"	"narfl"	"Ciao3"
"46717"	"ENSMUSG00000074781"	"ENSDARG00000008748"	0	"ortholog_one2many"	"ube2na"	"Ube2n"
"46718"	"ENSMUSG00000074781"	"ENSDARG00000045877"	0	"ortholog_one2many"	"ube2nb"	"Ube2n"
"46719"	"ENSMUSG00000020029"	"ENSDARG00000057767"	0	"ortholog_one2many"	"nudt4a"	"Nudt4"
"46720"	"ENSMUSG00000020029"	"ENSDARG00000045878"	0	"ortholog_one2many"	"nudt4b"	"Nudt4"
"46721"	"ENSMUSG00000051788"	NA	NA	NA	NA	"4930564D02Rik"
"46722"	"ENSMUSG00000099370"	NA	NA	NA	NA	"Platr10"
"46723"	"ENSMUSG00000107915"	NA	NA	NA	NA	"Gm44014"
"46724"	"ENSMUSG00000030137"	NA	NA	NA	NA	"Tuba8"
"46725"	"ENSMUSG00000110353"	NA	NA	NA	NA	"Gm33543"
"46726"	"ENSMUSG00000100962"	"ENSDARG00000111801"	1	"ortholog_one2one"	NA	"Lrrc77"
"46727"	"ENSMUSG00000103024"	NA	NA	NA	NA	"Gm37685"
"46728"	"ENSMUSG00000104448"	NA	NA	NA	NA	"Gm37256"
"46729"	"ENSMUSG00000036499"	"ENSDARG00000062868"	0	"ortholog_one2one"	"EEA1"	"Eea1"
"46730"	"ENSMUSG00000047959"	NA	NA	NA	NA	"Kcna3"
"46731"	"ENSMUSG00000086527"	NA	NA	NA	NA	"Gm15856"
"46732"	"ENSMUSG00000120721"	NA	NA	NA	NA	"Gm56792"
"46733"	"ENSMUSG00000030107"	NA	NA	NA	NA	"Usp18"
"46734"	"ENSMUSG00000056145"	NA	NA	NA	NA	"AI504432"
"46735"	"ENSMUSG00000050179"	NA	NA	NA	NA	"A930002I21Rik"
"46736"	"ENSMUSG00000040724"	"ENSDARG00000002241"	0	"ortholog_one2many"	"KCNA2"	"Kcna2"
"46737"	"ENSMUSG00000040724"	"ENSDARG00000102064"	0	"ortholog_one2many"	"kcna2b"	"Kcna2"
"46738"	"ENSMUSG00000042861"	NA	NA	NA	NA	"Kcna10"
"46739"	"ENSMUSG00000046213"	NA	NA	NA	NA	"Cym"
"46740"	"ENSMUSG00000088141"	NA	NA	NA	NA	"Mir1962"
"46741"	"ENSMUSG00000031004"	"ENSDARG00000091150"	0	"ortholog_one2many"	"mki67"	"Mki67"
"46742"	"ENSMUSG00000030108"	"ENSDARG00000067567"	0	"ortholog_one2one"	"SLC6A13"	"Slc6a13"
"46743"	"ENSMUSG00000094613"	NA	NA	NA	NA	"A630076J17Rik"
"46744"	"ENSMUSG00000070368"	"ENSDARG00000073948"	1	"ortholog_many2many"	"prok1"	"Prok1"
"46745"	"ENSMUSG00000109910"	NA	NA	NA	NA	"Gm45240"
"46746"	"ENSMUSG00000109831"	NA	NA	NA	NA	"Gm36431"
"46747"	"ENSMUSG00000034663"	"ENSDARG00000020009"	1	"ortholog_one2one"	"bmp2k"	"Bmp2k"
"46748"	"ENSMUSG00000087260"	"ENSDARG00000090194"	1	"ortholog_one2one"	"lamtor5"	"Lamtor5"
"46749"	"ENSMUSG00000110078"	NA	NA	NA	NA	"Gm45241"
"46750"	"ENSMUSG00000109898"	NA	NA	NA	NA	"6330420H09Rik"
"46751"	"ENSMUSG00000110004"	NA	NA	NA	NA	"Gm45440"
"46752"	"ENSMUSG00000110113"	NA	NA	NA	NA	"Gm45439"
"46753"	"ENSMUSG00000117008"	NA	NA	NA	NA	"Gm49817"
"46754"	"ENSMUSG00000098031"	NA	NA	NA	NA	"Gm9341"
"46755"	"ENSMUSG00000061046"	NA	NA	NA	NA	"Haghl"
"46756"	"ENSMUSG00000027896"	"ENSDARG00000042807"	1	"ortholog_one2one"	"slc16a4"	"Slc16a4"
"46757"	"ENSMUSG00000112316"	NA	NA	NA	NA	"Gm48425"
"46758"	"ENSMUSG00000110396"	NA	NA	NA	NA	"Gm36737"
"46759"	"ENSMUSG00000096486"	"ENSDARG00000011841"	0	"ortholog_one2many"	"atp5l"	"Atg5lrt"
"46760"	"ENSMUSG00000109792"	NA	NA	NA	NA	"Gm45426"
"46761"	"ENSMUSG00002076485"	NA	NA	NA	NA	"Gm56223"
"46762"	"ENSMUSG00000102143"	NA	NA	NA	NA	"Gm38057"
"46763"	"ENSMUSG00000028222"	"ENSDARG00000031598"	0	"ortholog_one2one"	"CALB1"	"Calb1"
"46764"	"ENSMUSG00000094314"	NA	NA	NA	NA	"Gm4301"
"46765"	"ENSMUSG00000102939"	NA	NA	NA	NA	"Gm38111"
"46766"	"ENSMUSG00000110753"	NA	NA	NA	NA	"Gm18391"
"46767"	"ENSMUSG00000054746"	"ENSDARG00000074041"	0	"ortholog_many2many"	"abca5"	"Abca15"
"46768"	"ENSMUSG00000098761"	NA	NA	NA	NA	"Gm18821"
"46769"	"ENSMUSG00000111539"	NA	NA	NA	NA	"Gm48372"
"46770"	"ENSMUSG00000104107"	NA	NA	NA	NA	"Gm37879"
"46771"	"ENSMUSG00000005897"	"ENSDARG00000045527"	1	"ortholog_one2one"	"nr2c1"	"Nr2c1"
"46772"	"ENSMUSG00000099313"	NA	NA	NA	NA	"Gm27152"
"46773"	"ENSMUSG00000104469"	NA	NA	NA	NA	"Gm37663"
"46774"	"ENSMUSG00000071586"	NA	NA	NA	NA	"Gm10337"
"46775"	"ENSMUSG00000104078"	NA	NA	NA	NA	"Gm37023"
"46776"	"ENSMUSG00000104432"	NA	NA	NA	NA	"A430027C01Rik"
"46777"	"ENSMUSG00002076016"	NA	NA	NA	NA	"Gm56062"
"46778"	"ENSMUSG00000102874"	NA	NA	NA	NA	"Gm37137"
"46779"	"ENSMUSG00000023051"	"ENSDARG00000070471"	0	"ortholog_one2one"	"tarbp2"	"Tarbp2"
"46780"	"ENSMUSG00000098915"	NA	NA	NA	NA	"Rpl15-ps2"
"46781"	"ENSMUSG00000084619"	NA	NA	NA	NA	"Gm25045"
"46782"	"ENSMUSG00002076341"	NA	NA	NA	NA	"Gm56010"
"46783"	"ENSMUSG00000099253"	NA	NA	NA	NA	"Gm7863"
"46784"	"ENSMUSG00000030109"	NA	NA	NA	NA	"Slc6a12"
"46785"	"ENSMUSG00000061390"	NA	NA	NA	NA	"Uba52-ps"
"46786"	"ENSMUSG00000099020"	NA	NA	NA	NA	"Gm27159"
"46787"	"ENSMUSG00000099190"	NA	NA	NA	NA	"Gm27188"
"46788"	"ENSMUSG00000098412"	NA	NA	NA	NA	"Gm7870"
"46789"	"ENSMUSG00000089530"	NA	NA	NA	NA	"Gm25163"
"46790"	"ENSMUSG00000098340"	NA	NA	NA	NA	"Gm27253"
"46791"	"ENSMUSG00000038535"	NA	NA	NA	NA	"Zfp280d"
"46792"	"ENSMUSG00000088055"	NA	NA	NA	NA	"Gm26148"
"46793"	"ENSMUSG00000028223"	"ENSDARG00000003869"	0	"ortholog_one2one"	"decr1"	"Decr1"
"46794"	"ENSMUSG00000039849"	"ENSDARG00000099084"	1	"ortholog_one2one"	"pcif1"	"Pcif1"
"46795"	"ENSMUSG00000104591"	NA	NA	NA	NA	"Gm43145"
"46796"	"ENSMUSG00000055725"	"ENSDARG00000017703"	1	"ortholog_one2many"	"paqr3a"	"Paqr3"
"46797"	"ENSMUSG00000055725"	"ENSDARG00000044253"	1	"ortholog_one2many"	"paqr3b"	"Paqr3"
"46798"	"ENSMUSG00000048109"	"ENSDARG00000073847"	1	"ortholog_one2one"	"RBM15"	"Rbm15"
"46799"	"ENSMUSG00000098929"	NA	NA	NA	NA	"Mir6400"
"46800"	"ENSMUSG00000028224"	"ENSDARG00000040303"	0	"ortholog_one2one"	"nbn"	"Nbn"
"46801"	"ENSMUSG00000105532"	NA	NA	NA	NA	"Gm5279"
"46802"	"ENSMUSG00002075593"	NA	NA	NA	NA	"Gm55810"
"46803"	"ENSMUSG00000027895"	NA	NA	NA	NA	"Kcnc4"
"46804"	"ENSMUSG00000027894"	"ENSDARG00000068787"	0	"ortholog_one2one"	"slc6a17"	"Slc6a17"
"46805"	"ENSMUSG00000084190"	NA	NA	NA	NA	"Gm11869"
"46806"	"ENSMUSG00000032741"	"ENSDARG00000062362"	1	"ortholog_one2one"	"TPCN1"	"Tpcn1"
"46807"	"ENSMUSG00000041153"	"ENSDARG00000040302"	0	"ortholog_one2one"	"OSGIN2"	"Osgin2"
"46808"	"ENSMUSG00000109633"	NA	NA	NA	NA	"C230079O03Rik"
"46809"	"ENSMUSG00000109981"	NA	NA	NA	NA	"Gm36849"
"46810"	"ENSMUSG00000023052"	"ENSDARG00000045016"	0	"ortholog_one2one"	"npffl"	"Npff"
"46811"	"ENSMUSG00002075912"	NA	NA	NA	NA	"Gm56340"
"46812"	"ENSMUSG00000109894"	NA	NA	NA	NA	"Gm5904"
"46813"	"ENSMUSG00000110101"	NA	NA	NA	NA	"Gm6249"
"46814"	"ENSMUSG00000081487"	NA	NA	NA	NA	"Gm13689"
"46815"	"ENSMUSG00000064669"	NA	NA	NA	NA	"Gm24461"
"46816"	"ENSMUSG00000083284"	NA	NA	NA	NA	"Gm13688"
"46817"	"ENSMUSG00000110126"	NA	NA	NA	NA	"Gm9347"
"46818"	"ENSMUSG00000027001"	"ENSDARG00000040490"	1	"ortholog_one2many"	"dusp19a"	"Dusp19"
"46819"	"ENSMUSG00000027001"	"ENSDARG00000045200"	0	"ortholog_one2many"	"dusp19b"	"Dusp19"
"46820"	"ENSMUSG00000052414"	NA	NA	NA	NA	"Gm28047"
"46821"	"ENSMUSG00000065296"	NA	NA	NA	NA	"Gm26122"
"46822"	"ENSMUSG00000020022"	"ENSDARG00000042469"	1	"ortholog_one2one"	"ndufa12"	"Ndufa12"
"46823"	"ENSMUSG00000036570"	NA	NA	NA	NA	"Fxyd1"
