"ensembl_gene_id"	"mmusculus_homolog_ensembl_gene"	"mmusculus_homolog_associated_gene_name"	"external_gene_name"
"27513"	"ENSDARG00000061147"	"ENSMUSG00000027551"	"Zfp64"	"ZFP64"
"27514"	"ENSDARG00000099056"	"ENSMUSG00000036880"	"Acaa2"	NA
"27515"	"ENSDARG00000109573"	NA	NA	NA
"27516"	"ENSDARG00000099205"	"ENSMUSG00000029923"	"Rab19"	"RAB19"
"27517"	"ENSDARG00000113802"	NA	NA	"kctd12.1"
"27518"	"ENSDARG00000115937"	NA	NA	"gsc"
"27519"	"ENSDARG00000114828"	NA	NA	"ndufaf2"
"27520"	"ENSDARG00000097691"	"ENSMUSG00000040204"	"Pclaf"	NA
"27521"	"ENSDARG00000110552"	NA	NA	"olfcu1"
"27522"	"ENSDARG00000116195"	NA	NA	NA
"27523"	"ENSDARG00000114967"	NA	NA	"dmrt2b"
"27524"	"ENSDARG00000109669"	NA	NA	"ptgdsa"
"27525"	"ENSDARG00000111738"	NA	NA	"dnajc5gb"
"27526"	"ENSDARG00000109281"	NA	NA	NA
"27527"	"ENSDARG00000115964"	NA	NA	"zeb2a"
"27528"	"ENSDARG00000114322"	NA	NA	NA
"27529"	"ENSDARG00000112193"	NA	NA	"rimkla"
"27530"	"ENSDARG00000112689"	NA	NA	"ghra"
"27531"	"ENSDARG00000109665"	NA	NA	"tnni1d"
"27532"	"ENSDARG00000110506"	NA	NA	"znf131"
"27533"	"ENSDARG00000111869"	NA	NA	"kctd12b"
"27534"	"ENSDARG00000110705"	NA	NA	"srsf7a"
"27535"	"ENSDARG00000117111"	NA	NA	"tspan14"
"27536"	"ENSDARG00000113821"	NA	NA	NA
"27537"	"ENSDARG00000109253"	NA	NA	"rpl30"
"27538"	"ENSDARG00000115577"	NA	NA	"trappc2l"
"27539"	"ENSDARG00000100626"	NA	NA	NA
"27540"	"ENSDARG00000109425"	NA	NA	"pars2"
"27541"	"ENSDARG00000110773"	NA	NA	"dbt"
"27542"	"ENSDARG00000112676"	NA	NA	"cbsa"
"27543"	"ENSDARG00000114595"	NA	NA	NA
"27544"	"ENSDARG00000101415"	"ENSMUSG00000004296"	"Il12b"	NA
"27545"	"ENSDARG00000110332"	NA	NA	"rragca"
"27546"	"ENSDARG00000116498"	NA	NA	"hao2"
"27547"	"ENSDARG00000111828"	NA	NA	"orai1b"
"27548"	"ENSDARG00000115294"	NA	NA	"zgc:194655"
"27549"	"ENSDARG00000114145"	NA	NA	NA
"27550"	"ENSDARG00000111960"	NA	NA	NA
"27551"	"ENSDARG00000098214"	NA	NA	NA
"27552"	"ENSDARG00000109222"	NA	NA	NA
"27553"	"ENSDARG00000111591"	NA	NA	"anpeplb"
"27554"	"ENSDARG00000109916"	NA	NA	"rrp36"
"27555"	"ENSDARG00000112284"	NA	NA	NA
"27556"	"ENSDARG00000110168"	NA	NA	"taar10c"
"27557"	"ENSDARG00000112798"	NA	NA	"fam167aa"
"27558"	"ENSDARG00000116650"	NA	NA	"zgc:172121"
"27559"	"ENSDARG00000114056"	NA	NA	NA
"27560"	"ENSDARG00000115472"	NA	NA	"nutf2"
"27561"	"ENSDARG00000116850"	NA	NA	"cntnap2b"
"27562"	"ENSDARG00000112242"	NA	NA	NA
"27563"	"ENSDARG00000109637"	NA	NA	"mat2al"
"27564"	"ENSDARG00000110434"	NA	NA	"uchl5"
"27565"	"ENSDARG00000100651"	"ENSMUSG00000026078"	"Pdcl3"	"PDCL3"
"27566"	"ENSDARG00000110587"	NA	NA	NA
"27567"	"ENSDARG00000113130"	NA	NA	NA
"27568"	"ENSDARG00000112188"	NA	NA	"frmd4a"
"27569"	"ENSDARG00000104128"	"ENSMUSG00000034484"	"Snx2"	"SNX2"
"27570"	"ENSDARG00000113174"	NA	NA	"hoxb5b"
"27571"	"ENSDARG00000115667"	NA	NA	"tardbpb"
"27572"	"ENSDARG00000116711"	NA	NA	NA
"27573"	"ENSDARG00000111361"	NA	NA	NA
"27574"	"ENSDARG00000111434"	NA	NA	"sec31a"
"27575"	"ENSDARG00000113945"	NA	NA	NA
"27576"	"ENSDARG00000112112"	NA	NA	"slc10a2"
"27577"	"ENSDARG00000111502"	NA	NA	"sult1st5"
"27578"	"ENSDARG00000113427"	NA	NA	"kgd4"
"27579"	"ENSDARG00000098362"	NA	NA	NA
"27580"	"ENSDARG00000109570"	NA	NA	"dnai4"
"27581"	"ENSDARG00000114911"	NA	NA	"ube2wb"
"27582"	"ENSDARG00000105179"	"ENSMUSG00000022475"	"Hdac7"	"HDAC7"
"27583"	"ENSDARG00000116287"	NA	NA	NA
"27584"	"ENSDARG00000114703"	NA	NA	"plekhm1"
"27585"	"ENSDARG00000110610"	NA	NA	NA
"27586"	"ENSDARG00000114270"	NA	NA	NA
"27587"	"ENSDARG00000109787"	NA	NA	"fan1"
"27588"	"ENSDARG00000115450"	NA	NA	NA
"27589"	"ENSDARG00000114040"	NA	NA	NA
"27590"	"ENSDARG00000113259"	NA	NA	"sulf2a"
"27591"	"ENSDARG00000113529"	NA	NA	"eda"
"27592"	"ENSDARG00000110119"	NA	NA	"scmh1"
"27593"	"ENSDARG00000112309"	NA	NA	"zgc:194246"
"27594"	"ENSDARG00000113905"	NA	NA	"rae1"
"27595"	"ENSDARG00000070775"	NA	NA	"cyp2x9"
"27596"	"ENSDARG00000109900"	NA	NA	"timm50"
"27597"	"ENSDARG00000117033"	NA	NA	"amer1"
"27598"	"ENSDARG00000114594"	NA	NA	NA
"27599"	"ENSDARG00000102395"	"ENSMUSG00000021613"	"Hapln1"	"HAPLN1"
"27600"	"ENSDARG00000098258"	"ENSMUSG00000020102"	"Slc16a7"	"SLC16A7"
"27601"	"ENSDARG00000115169"	NA	NA	"sat2a.2"
"27602"	"ENSDARG00000113794"	NA	NA	"lzts2a"
"27603"	"ENSDARG00000110537"	NA	NA	NA
"27604"	"ENSDARG00000112162"	NA	NA	"ankrd31"
"27605"	"ENSDARG00000103577"	"ENSMUSG00000022415"	"Syngr1"	"SYNGR1"
"27606"	"ENSDARG00000114563"	NA	NA	"klhl5"
"27607"	"ENSDARG00000116968"	NA	NA	NA
"27608"	"ENSDARG00000110843"	NA	NA	"morn3"
"27609"	"ENSDARG00000112114"	NA	NA	"mrpl18"
"27610"	"ENSDARG00000115515"	NA	NA	NA
"27611"	"ENSDARG00000116032"	NA	NA	"adra1bb"
"27612"	"ENSDARG00000113466"	NA	NA	"eif3ea"
"27613"	"ENSDARG00000110837"	NA	NA	"pimr110"
"27614"	"ENSDARG00000111222"	NA	NA	"scel"
"27615"	"ENSDARG00000114088"	NA	NA	"arhgef7a"
"27616"	"ENSDARG00000110680"	NA	NA	NA
"27617"	"ENSDARG00000110126"	NA	NA	NA
"27618"	"ENSDARG00000117066"	NA	NA	"tmem30c"
"27619"	"ENSDARG00000104148"	NA	NA	NA
"27620"	"ENSDARG00000114996"	NA	NA	NA
"27621"	"ENSDARG00000112990"	NA	NA	NA
"27622"	"ENSDARG00000112879"	NA	NA	"kat14"
"27623"	"ENSDARG00000113735"	NA	NA	"klhdc4"
"27624"	"ENSDARG00000116609"	NA	NA	NA
"27625"	"ENSDARG00000111006"	NA	NA	"shdb"
"27626"	"ENSDARG00000110319"	NA	NA	NA
"27627"	"ENSDARG00000115486"	NA	NA	"timm17a"
"27628"	"ENSDARG00000113574"	NA	NA	NA
"27629"	"ENSDARG00000115230"	NA	NA	"alx1"
"27630"	"ENSDARG00000116880"	NA	NA	NA
"27631"	"ENSDARG00000112037"	NA	NA	"usp54a"
"27632"	"ENSDARG00000114106"	NA	NA	"gsr"
"27633"	"ENSDARG00000116043"	NA	NA	NA
"27634"	"ENSDARG00000114863"	NA	NA	"gfra4a"
"27635"	"ENSDARG00000116267"	NA	NA	"eya1"
"27636"	"ENSDARG00000114358"	NA	NA	"bhlhe41"
"27637"	"ENSDARG00000115343"	NA	NA	"wnt11f2"
"27638"	"ENSDARG00000116454"	NA	NA	"plin2"
"27639"	"ENSDARG00000110543"	NA	NA	NA
"27640"	"ENSDARG00000111676"	NA	NA	"draxina"
"27641"	"ENSDARG00000098520"	NA	NA	NA
"27642"	"ENSDARG00000116019"	NA	NA	NA
"27643"	"ENSDARG00000114112"	NA	NA	NA
"27644"	"ENSDARG00000102733"	"ENSMUSG00000027131"	"Emc4"	NA
"27645"	"ENSDARG00000110870"	NA	NA	"cdh4"
"27646"	"ENSDARG00000113430"	NA	NA	"yars1"
"27647"	"ENSDARG00000113049"	NA	NA	"asb12b"
"27648"	"ENSDARG00000110646"	NA	NA	NA
"27649"	"ENSDARG00000115304"	NA	NA	"lck"
"27650"	"ENSDARG00000114412"	NA	NA	"arhgef39"
"27651"	"ENSDARG00000115602"	NA	NA	"gjc4a.2"
"27652"	"ENSDARG00000116203"	NA	NA	"zgc:165604"
"27653"	"ENSDARG00000110354"	NA	NA	NA
"27654"	"ENSDARG00000113033"	NA	NA	"odad3"
"27655"	"ENSDARG00000115626"	NA	NA	"rchy1"
"27656"	"ENSDARG00000113688"	NA	NA	"tnfaip1"
"27657"	"ENSDARG00000071240"	NA	NA	NA
"27658"	"ENSDARG00000114432"	NA	NA	"fbxo44.1"
"27659"	"ENSDARG00000110295"	NA	NA	NA
"27660"	"ENSDARG00000109257"	NA	NA	"il4"
"27661"	"ENSDARG00000116485"	NA	NA	"ldb2b"
"27662"	"ENSDARG00000112389"	NA	NA	"kif14"
"27663"	"ENSDARG00000114284"	NA	NA	"fus"
"27664"	"ENSDARG00000105274"	"ENSMUSG00000063564"	"Col23a1"	NA
"27665"	"ENSDARG00000109553"	NA	NA	"si:dkey-33c12.4"
"27666"	"ENSDARG00000109531"	NA	NA	"cnksr1"
"27667"	"ENSDARG00000110533"	NA	NA	"ftr83"
"27668"	"ENSDARG00000117178"	NA	NA	"sort1a"
"27669"	"ENSDARG00000112712"	NA	NA	NA
"27670"	"ENSDARG00000114297"	NA	NA	"gtf2h5"
"27671"	"ENSDARG00000116054"	NA	NA	"zbtb37"
"27672"	"ENSDARG00000114692"	NA	NA	NA
"27673"	"ENSDARG00000112239"	NA	NA	"dennd11"
"27674"	"ENSDARG00000111459"	NA	NA	"nt5c1aa"
"27675"	"ENSDARG00000113648"	NA	NA	NA
"27676"	"ENSDARG00000105095"	NA	NA	NA
"27677"	"ENSDARG00000102793"	"ENSMUSG00000041920"	"Slc16a6"	"slc16a6a"
"27678"	"ENSDARG00000116378"	"ENSMUSG00000024729"	"Ms4a20"	"ms4a17a.17"
"27679"	"ENSDARG00000116378"	"ENSMUSG00000024679"	"Ms4a6d"	"ms4a17a.17"
"27680"	"ENSDARG00000116378"	"ENSMUSG00000024677"	"Ms4a6b"	"ms4a17a.17"
"27681"	"ENSDARG00000116378"	"ENSMUSG00000079419"	"Ms4a6c"	"ms4a17a.17"
"27682"	"ENSDARG00000116378"	"ENSMUSG00000099398"	"Ms4a14"	"ms4a17a.17"
"27683"	"ENSDARG00000116378"	"ENSMUSG00000067571"	"Ms4a15"	"ms4a17a.17"
"27684"	"ENSDARG00000116378"	"ENSMUSG00000094584"	"Ms4a18"	"ms4a17a.17"
"27685"	"ENSDARG00000116378"	"ENSMUSG00000054523"	"Ms4a5"	"ms4a17a.17"
"27686"	"ENSDARG00000116378"	"ENSMUSG00000024672"	"Ms4a7"	"ms4a17a.17"
"27687"	"ENSDARG00000116378"	"ENSMUSG00000024731"	"Ms4a10"	"ms4a17a.17"
"27688"	"ENSDARG00000116378"	"ENSMUSG00000024728"	"Ms4a19"	"ms4a17a.17"
"27689"	"ENSDARG00000116378"	"ENSMUSG00000024673"	"Ms4a1"	"ms4a17a.17"
"27690"	"ENSDARG00000116378"	"ENSMUSG00000057240"	"Ms4a13"	"ms4a17a.17"
"27691"	"ENSDARG00000116378"	"ENSMUSG00000024680"	"Ms4a2"	"ms4a17a.17"
"27692"	"ENSDARG00000114723"	NA	NA	"ddb2"
"27693"	"ENSDARG00000115459"	NA	NA	NA
"27694"	"ENSDARG00000110495"	NA	NA	"bgnb"
"27695"	"ENSDARG00000109415"	NA	NA	"psmc4"
"27696"	"ENSDARG00000115216"	NA	NA	NA
"27697"	"ENSDARG00000115074"	NA	NA	NA
"27698"	"ENSDARG00000109952"	NA	NA	"agpat9l"
"27699"	"ENSDARG00000112425"	NA	NA	NA
"27700"	"ENSDARG00000071446"	NA	NA	NA
"27701"	"ENSDARG00000110253"	NA	NA	"phc2a"
"27702"	"ENSDARG00000115163"	NA	NA	NA
"27703"	"ENSDARG00000116782"	NA	NA	"scel"
"27704"	"ENSDARG00000111576"	NA	NA	"nlgn2b"
"27705"	"ENSDARG00000116663"	NA	NA	NA
"27706"	"ENSDARG00000115859"	NA	NA	"stat6"
"27707"	"ENSDARG00000113013"	NA	NA	"tmco1"
"27708"	"ENSDARG00000109756"	NA	NA	"tmx2a"
"27709"	"ENSDARG00000099653"	"ENSMUSG00000006998"	"Psmd2"	"PSMD2"
"27710"	"ENSDARG00000113646"	NA	NA	"ankrd16"
"27711"	"ENSDARG00000113077"	NA	NA	NA
"27712"	"ENSDARG00000099077"	NA	NA	"fkbp6"
"27713"	"ENSDARG00000109292"	NA	NA	"tspan2a"
"27714"	"ENSDARG00000110078"	NA	NA	"chchd4a"
"27715"	"ENSDARG00000115477"	NA	NA	"sp2"
"27716"	"ENSDARG00000088825"	"ENSMUSG00000029516"	"Cit"	"CIT"
"27717"	"ENSDARG00000109700"	NA	NA	"acss1"
"27718"	"ENSDARG00000110540"	NA	NA	"sec13"
"27719"	"ENSDARG00000115478"	NA	NA	NA
"27720"	"ENSDARG00000113336"	NA	NA	NA
"27721"	"ENSDARG00000115385"	NA	NA	"ifrd2"
"27722"	"ENSDARG00000115916"	NA	NA	"smyhc1"
"27723"	"ENSDARG00000074646"	"ENSMUSG00000049538"	"Adamts16"	"ADAMTS16"
"27724"	"ENSDARG00000112735"	NA	NA	"cplx3a"
"27725"	"ENSDARG00000110790"	NA	NA	"mrgbp"
"27726"	"ENSDARG00000111888"	NA	NA	"ndufa1"
"27727"	"ENSDARG00000116550"	NA	NA	NA
"27728"	"ENSDARG00000115083"	NA	NA	"efr3a"
"27729"	"ENSDARG00000111033"	NA	NA	NA
"27730"	"ENSDARG00000113884"	NA	NA	"raph1b"
"27731"	"ENSDARG00000115236"	NA	NA	NA
"27732"	"ENSDARG00000117201"	NA	NA	"cdh2"
"27733"	"ENSDARG00000109542"	NA	NA	"znf423"
"27734"	"ENSDARG00000089331"	"ENSMUSG00000025481"	"Urah"	"urahb"
"27735"	"ENSDARG00000111646"	NA	NA	NA
"27736"	"ENSDARG00000116429"	NA	NA	NA
"27737"	"ENSDARG00000104934"	NA	NA	NA
"27738"	"ENSDARG00000116568"	NA	NA	"smg1"
"27739"	"ENSDARG00000029356"	"ENSMUSG00000038732"	"Mboat1"	"mboat1"
"27740"	"ENSDARG00000109847"	NA	NA	"pbldp"
"27741"	"ENSDARG00000111435"	NA	NA	"actn2b"
"27742"	"ENSDARG00000109239"	NA	NA	"zgc:158432"
"27743"	"ENSDARG00000112407"	NA	NA	"metrn"
"27744"	"ENSDARG00000111021"	NA	NA	NA
"27745"	"ENSDARG00000109629"	NA	NA	"tram1"
"27746"	"ENSDARG00000090572"	NA	NA	NA
"27747"	"ENSDARG00000111819"	NA	NA	"septin6"
"27748"	"ENSDARG00000116386"	NA	NA	NA
"27749"	"ENSDARG00000112765"	NA	NA	NA
"27750"	"ENSDARG00000095896"	NA	NA	"pou3f3b"
"27751"	"ENSDARG00000117149"	NA	NA	"neurod4"
"27752"	"ENSDARG00000111751"	NA	NA	NA
"27753"	"ENSDARG00000098968"	"ENSMUSG00000044098"	"Rsbn1"	"RSBN1"
"27754"	"ENSDARG00000113495"	NA	NA	NA
"27755"	"ENSDARG00000110541"	NA	NA	NA
"27756"	"ENSDARG00000116754"	NA	NA	"uevld"
"27757"	"ENSDARG00000026376"	"ENSMUSG00000028405"	"Aco1"	"aco1"
"27758"	"ENSDARG00000088367"	NA	NA	"si:cabz01069013.3"
"27759"	"ENSDARG00000112317"	NA	NA	"pudp"
"27760"	"ENSDARG00000040523"	"ENSMUSG00000019822"	"Smpd2"	"smpd2a"
"27761"	"ENSDARG00000116555"	NA	NA	NA
"27762"	"ENSDARG00000117168"	NA	NA	NA
"27763"	"ENSDARG00000115341"	NA	NA	"col11a1a"
"27764"	"ENSDARG00000111713"	NA	NA	NA
"27765"	"ENSDARG00000110048"	NA	NA	"dnajb6b"
"27766"	"ENSDARG00000115121"	NA	NA	"atp1a1b"
"27767"	"ENSDARG00000109554"	NA	NA	"hbbe2"
"27768"	"ENSDARG00000111873"	NA	NA	"lmo4a"
"27769"	"ENSDARG00000115886"	NA	NA	"rasgrf2b"
"27770"	"ENSDARG00000116890"	NA	NA	"dtx3"
"27771"	"ENSDARG00000115027"	NA	NA	NA
"27772"	"ENSDARG00000116685"	NA	NA	"sybl1"
"27773"	"ENSDARG00000109798"	NA	NA	"tapt1b"
"27774"	"ENSDARG00000115888"	NA	NA	"nxn"
"27775"	"ENSDARG00000110535"	NA	NA	"grm3"
"27776"	"ENSDARG00000038537"	"ENSMUSG00000033128"	"Gga1"	"gga1"
"27777"	"ENSDARG00000115265"	NA	NA	"zgc:174719"
"27778"	"ENSDARG00000111745"	NA	NA	"plk1"
"27779"	"ENSDARG00000105053"	"ENSMUSG00000045608"	"Dbx2"	NA
"27780"	"ENSDARG00000114867"	NA	NA	NA
"27781"	"ENSDARG00000109689"	NA	NA	"gtf2e2"
"27782"	"ENSDARG00000112283"	NA	NA	NA
"27783"	"ENSDARG00000114161"	NA	NA	"tpk1"
"27784"	"ENSDARG00000112516"	NA	NA	"snrnp48"
"27785"	"ENSDARG00000100927"	"ENSMUSG00000027544"	"Nfatc2"	"NFATC2"
"27786"	"ENSDARG00000115712"	"ENSMUSG00000022451"	"Twf1"	"twf1a"
"27787"	"ENSDARG00000113610"	NA	NA	"nit1"
"27788"	"ENSDARG00000103459"	"ENSMUSG00000034282"	"Evpl"	NA
"27789"	"ENSDARG00000113920"	NA	NA	"polr1e"
"27790"	"ENSDARG00000115804"	NA	NA	"ctbp1"
"27791"	"ENSDARG00000111210"	NA	NA	"gga1"
"27792"	"ENSDARG00000114095"	NA	NA	"zgc:112052"
"27793"	"ENSDARG00000098859"	"ENSMUSG00000036693"	"Nop14"	"nop14"
"27794"	"ENSDARG00000110826"	NA	NA	"lrsam1"
"27795"	"ENSDARG00000113909"	NA	NA	"ift88"
"27796"	"ENSDARG00000110727"	NA	NA	NA
"27797"	"ENSDARG00000113351"	NA	NA	NA
"27798"	"ENSDARG00000115280"	NA	NA	"ctdnep1a"
"27799"	"ENSDARG00000110351"	NA	NA	"gngt2a"
"27800"	"ENSDARG00000105058"	NA	NA	NA
"27801"	"ENSDARG00000109245"	NA	NA	NA
"27802"	"ENSDARG00000110599"	NA	NA	NA
"27803"	"ENSDARG00000116169"	NA	NA	NA
"27804"	"ENSDARG00000100143"	"ENSMUSG00000030201"	"Lrp6"	"lrp6"
"27805"	"ENSDARG00000113053"	NA	NA	NA
"27806"	"ENSDARG00000110400"	NA	NA	NA
"27807"	"ENSDARG00000113750"	NA	NA	"adh8a"
"27808"	"ENSDARG00000100001"	NA	NA	NA
"27809"	"ENSDARG00000115565"	NA	NA	"hmgn6"
"27810"	"ENSDARG00000116951"	NA	NA	"cfhl4"
"27811"	"ENSDARG00000114813"	NA	NA	"eef1akmt1"
"27812"	"ENSDARG00000111224"	NA	NA	"camsap2a"
"27813"	"ENSDARG00000111122"	NA	NA	NA
"27814"	"ENSDARG00000114486"	NA	NA	"snrnp200"
"27815"	"ENSDARG00000116353"	"ENSMUSG00000027253"	"Lrp4"	"lrp4"
"27816"	"ENSDARG00000110772"	NA	NA	"tipin"
"27817"	"ENSDARG00000110429"	NA	NA	"h2ax1"
"27818"	"ENSDARG00000053990"	NA	NA	"hmgb2b"
"27819"	"ENSDARG00000112748"	NA	NA	NA
"27820"	"ENSDARG00000110324"	NA	NA	"arl6ip4"
"27821"	"ENSDARG00000109486"	NA	NA	NA
"27822"	"ENSDARG00000110723"	NA	NA	"tac3a"
"27823"	"ENSDARG00000101908"	"ENSMUSG00000064181"	"Rab3ip"	"rab3ip"
"27824"	"ENSDARG00000111649"	NA	NA	NA
"27825"	"ENSDARG00000110262"	NA	NA	"rnpep"
"27826"	"ENSDARG00000115327"	NA	NA	NA
"27827"	"ENSDARG00000113810"	NA	NA	"gpsm2"
"27828"	"ENSDARG00000111414"	NA	NA	"cav4a"
"27829"	"ENSDARG00000110110"	"ENSMUSG00000027857"	"Tshb"	NA
"27830"	"ENSDARG00000099657"	"ENSMUSG00000001729"	"Akt1"	"AKT1"
"27831"	"ENSDARG00000111327"	NA	NA	"coro1a"
"27832"	"ENSDARG00000110190"	NA	NA	"msnb"
"27833"	"ENSDARG00000116131"	NA	NA	NA
"27834"	"ENSDARG00000073822"	"ENSMUSG00000034312"	"Iqsec1"	"IQSEC1"
"27835"	"ENSDARG00000116664"	NA	NA	"dnajb5"
"27836"	"ENSDARG00000112318"	NA	NA	"slc25a4"
"27837"	"ENSDARG00000017595"	"ENSMUSG00000048701"	"Ccdc6"	"ccdc6b"
"27838"	"ENSDARG00000088356"	"ENSMUSG00000063296"	"Tmem117"	"TMEM117"
"27839"	"ENSDARG00000110185"	NA	NA	"myclb"
"27840"	"ENSDARG00000088466"	"ENSMUSG00000024614"	"Tmx3"	"tmx3b"
"27841"	"ENSDARG00000113019"	NA	NA	"kmt5ab"
"27842"	"ENSDARG00000110795"	NA	NA	"cacnb3a"
"27843"	"ENSDARG00000099359"	NA	NA	NA
"27844"	"ENSDARG00000115484"	NA	NA	"clta"
"27845"	"ENSDARG00000109551"	NA	NA	"zgc:194246"
"27846"	"ENSDARG00000111344"	NA	NA	"aldoca"
"27847"	"ENSDARG00000109337"	"ENSMUSG00000072437"	"Nanos1"	"nanos1"
"27848"	"ENSDARG00000087303"	"ENSMUSG00000071637"	"Cebpd"	"cebpd"
"27849"	"ENSDARG00000112747"	NA	NA	"trpm1a"
"27850"	"ENSDARG00000117152"	NA	NA	"grm6b"
"27851"	"ENSDARG00000110831"	NA	NA	"dusp5"
"27852"	"ENSDARG00000116187"	NA	NA	NA
"27853"	"ENSDARG00000114044"	NA	NA	"btbd6b"
"27854"	"ENSDARG00000110440"	NA	NA	"zgc:77739"
"27855"	"ENSDARG00000114578"	NA	NA	"dazap1"
"27856"	"ENSDARG00000103603"	NA	NA	NA
"27857"	"ENSDARG00000109841"	NA	NA	NA
"27858"	"ENSDARG00000104818"	"ENSMUSG00000069922"	"Ces3a"	NA
"27859"	"ENSDARG00000104818"	"ENSMUSG00000062181"	"Ces3b"	NA
"27860"	"ENSDARG00000110511"	NA	NA	"actc2"
"27861"	"ENSDARG00000112151"	NA	NA	NA
"27862"	"ENSDARG00000115787"	NA	NA	NA
"27863"	"ENSDARG00000116787"	NA	NA	NA
"27864"	"ENSDARG00000114809"	NA	NA	"zgc:162297"
"27865"	"ENSDARG00000112502"	NA	NA	"bcl6aa"
"27866"	"ENSDARG00000112764"	NA	NA	"eef2a.1"
"27867"	"ENSDARG00000111355"	NA	NA	"desi1b"
"27868"	"ENSDARG00000110098"	NA	NA	"znf207b"
"27869"	"ENSDARG00000115467"	NA	NA	NA
"27870"	"ENSDARG00000102655"	"ENSMUSG00000036599"	"Chst12"	"CHST12"
"27871"	"ENSDARG00000115188"	NA	NA	"tfg"
"27872"	"ENSDARG00000113505"	NA	NA	"grm2b"
"27873"	"ENSDARG00000017211"	"ENSMUSG00000053646"	"Plxnb1"	"PLXNB1"
"27874"	"ENSDARG00000109315"	NA	NA	NA
"27875"	"ENSDARG00000110132"	NA	NA	"vgll4l"
"27876"	"ENSDARG00000115101"	"ENSMUSG00000041700"	"Lhfpl1"	NA
"27877"	"ENSDARG00000116469"	NA	NA	"med12"
"27878"	"ENSDARG00000010940"	NA	NA	NA
"27879"	"ENSDARG00000111282"	NA	NA	"grid2ipb"
"27880"	"ENSDARG00000112134"	NA	NA	NA
"27881"	"ENSDARG00000113293"	NA	NA	"waif2"
"27882"	"ENSDARG00000116908"	NA	NA	"si:dkey-179j5.5"
"27883"	"ENSDARG00000114978"	NA	NA	"ska3"
"27884"	"ENSDARG00000113577"	NA	NA	NA
"27885"	"ENSDARG00000110667"	NA	NA	NA
"27886"	"ENSDARG00000104348"	NA	NA	"fgf2"
"27887"	"ENSDARG00000114448"	NA	NA	NA
"27888"	"ENSDARG00000112293"	NA	NA	"inavab"
"27889"	"ENSDARG00000114858"	NA	NA	"lrsam1"
"27890"	"ENSDARG00000116135"	NA	NA	"tbx2b"
"27891"	"ENSDARG00000116213"	NA	NA	"rufy2"
"27892"	"ENSDARG00000100595"	NA	NA	NA
"27893"	"ENSDARG00000111529"	NA	NA	"vtg2"
"27894"	"ENSDARG00000116923"	NA	NA	"ndufb5"
"27895"	"ENSDARG00000116534"	NA	NA	"mier3b"
"27896"	"ENSDARG00000113031"	NA	NA	"vtg5"
"27897"	"ENSDARG00000115026"	NA	NA	"ccdc3b"
"27898"	"ENSDARG00000116232"	NA	NA	"zar1l"
"27899"	"ENSDARG00000112942"	NA	NA	NA
"27900"	"ENSDARG00000088123"	"ENSMUSG00000052056"	"Zfp217"	"znf217"
"27901"	"ENSDARG00000112613"	NA	NA	NA
"27902"	"ENSDARG00000111933"	NA	NA	"grb2a"
"27903"	"ENSDARG00000110318"	NA	NA	"mbd1b"
"27904"	"ENSDARG00000110756"	"ENSMUSG00000008874"	"Clec3a"	"CLEC3A"
"27905"	"ENSDARG00000112173"	NA	NA	NA
"27906"	"ENSDARG00000086169"	"ENSMUSG00000037593"	"Rskr"	NA
"27907"	"ENSDARG00000008772"	"ENSMUSG00000020722"	"Cacng1"	"cacng1a"
"27908"	"ENSDARG00000110447"	NA	NA	"hk1"
"27909"	"ENSDARG00000115822"	NA	NA	"cfhl3"
"27910"	"ENSDARG00000098733"	"ENSMUSG00000020674"	"Pxdn"	"PXDN"
"27911"	"ENSDARG00000115996"	NA	NA	"mccc1"
"27912"	"ENSDARG00000110975"	NA	NA	"ube2l3a"
"27913"	"ENSDARG00000110802"	NA	NA	NA
"27914"	"ENSDARG00000101579"	"ENSMUSG00000024240"	"Epc1"	"EPC1"
"27915"	"ENSDARG00000116064"	NA	NA	"cremb"
"27916"	"ENSDARG00000059081"	"ENSMUSG00000033491"	"Prss35"	"PRSS35"
"27917"	"ENSDARG00000112160"	NA	NA	"mab21l3"
"27918"	"ENSDARG00000116057"	NA	NA	"rasgef1ba"
"27919"	"ENSDARG00000114905"	NA	NA	"aldh9a1a.1"
"27920"	"ENSDARG00000111309"	NA	NA	NA
"27921"	"ENSDARG00000112448"	NA	NA	"mylpfa"
"27922"	"ENSDARG00000045968"	"ENSMUSG00000033396"	"Spg11"	"spg11"
"27923"	"ENSDARG00000110754"	NA	NA	NA
"27924"	"ENSDARG00000100518"	NA	NA	NA
"27925"	"ENSDARG00000015835"	NA	NA	"eif4e2rs1"
"27926"	"ENSDARG00000019265"	"ENSMUSG00000044617"	"Zbtb39"	NA
"27927"	"ENSDARG00000101863"	NA	NA	NA
"27928"	"ENSDARG00000110180"	NA	NA	"npepps"
"27929"	"ENSDARG00000111402"	NA	NA	"plk2b"
"27930"	"ENSDARG00000111847"	NA	NA	"zgc:172339"
"27931"	"ENSDARG00000110214"	NA	NA	"smim19"
"27932"	"ENSDARG00000111085"	NA	NA	NA
"27933"	"ENSDARG00000109402"	NA	NA	"rxfp3.2b"
"27934"	"ENSDARG00000102188"	NA	NA	NA
"27935"	"ENSDARG00000115324"	NA	NA	"tor2a"
"27936"	"ENSDARG00000116648"	NA	NA	"alcama"
"27937"	"ENSDARG00000115060"	NA	NA	"pias2"
